user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
101,0,135,170,267,314,385,466,602,576,648,745,842,1901,1918,2069,2145,2253,2348,2349,2467,2506,2648,2643,2729,2800,2905
101,0,82,215,257,281,384,481,591,552,624,729,831,1163,1233,1248,1351,1448,1551,1528,1684,1732,1903,1897,1947,2024,2145
101,0,104,152,217,301,368,448,568,530,616,739,842,868,954,979,1068,1176,1240,1218,1336,1404,1544,1521,1639,1708,1809
101,0,85,152,250,286,386,465,560,536,617,718,824,895,982,1342,1368,1482,1553,1560,1691,1735,1824,1819,1900,1985,2117
102,0,44,155,260,277,424,740,836,1007,1120,1319,1392,2100,2204,2311,2389,2500,2596,2687,2824,2939,3021,3092,3219,3332,3460
102,0,136,635,711,774,899,973,1073,1200,1280,1448,1566,1920,2050,2155,2268,2384,2498,2581,2733,2834,2943,3001,3130,3263,3386
102,0,97,552,606,781,851,967,1066,1166,1276,1414,1504,1617,1698,2078,2240,2293,2414,2497,2661,2767,2864,2950,3070,3583,3734
102,0,120,252,350,451,568,688,792,888,1027,1160,1224,2412,2488,2600,2691,2823,2898,2989,3096,3184,3286,3384,3483,3616,3728
102,0,99,277,427,428,527,547,677,744,863,999,1125,1227,1337,1932,2067,2193,2296,2403,2565,2707,2812,2907,3013,3158,3267
102,0,130,386,488,549,689,1047,1181,1301,1361,1488,1588,1821,1887,1951,2000,2183,2282,2385,2496,2737,2856,2982,3056,3216,3316
102,0,93,253,356,428,520,592,694,798,892,1012,1120,1209,1300,2751,2852,3029,3084,3149,3293,3317,3428,3525,3623,3756,3852
102,0,104,259,336,964,1059,1979,2090,2210,2304,2464,2544,2691,2800,2894,2990,3104,3223,3324,3435,3491,3595,3691,3778,3960,4064
103,0,79,656,735,912,1015,1383,1495,1744,1891,2009,2087,2414,2507,2844,2919,3216,3316,3887,3999,4174,4274,4423,4519,4647,4741
103,0,85,270,366,501,599,798,945,1054,1171,1284,1377,2094,2149,2622,2734,3100,3196,3310,3439,3542,3637,3797,3934,3989,4085
103,0,30,190,280,363,499,979,1100,1317,1411,1555,1644,1973,2054,2227,2323,2587,2715,2873,3019,3123,3259,3375,3478,3595,3683
103,0,80,245,327,416,529,760,887,1020,1131,1253,1327,1519,1615,1789,1882,2008,2149,2210,2353,2455,2578,2719,2816,2968,3060
103,0,96,232,326,429,512,828,934,1094,1205,1323,1424,1672,1772,1969,2043,2160,2294,2344,2464,2536,2648,2760,2834,2970,3040
103,0,89,254,327,408,503,600,757,736,818,968,1055,1272,1395,1727,1794,1889,2001,2103,2202,2286,2385,2489,2575,2688,2775
103,0,90,296,392,480,593,867,992,1136,1217,1344,1469,1858,1977,2112,2226,2290,2397,2408,2569,2569,2712,2691,2776,2864,2954
103,0,83,254,320,446,504,757,864,1128,1217,1368,1449,2120,2217,2692,2799,3800,3907,3977,4087,4111,4230,4276,4392,4432,4527
104,0,70,234,352,467,533,772,819,863,914,1035,1101,1234,1309,1371,1445,1546,1631,1702,1772,1866,1934,2031,2082,2222,2283
104,0,2,51,134,251,334,507,566,654,695,811,875,1032,1099,1147,1250,1315,1378,1443,1544,1635,1699,1805,1862,2028,2125
104,0,65,219,289,441,515,766,847,883,999,1311,1369,1601,1665,1768,1876,2001,2003,2092,2140,2273,2337,2417,2472,2617,2683
104,0,90,241,313,492,569,769,829,891,937,1073,1130,1296,1329,1402,1472,1589,1668,1724,1778,1881,1945,1993,2066,2179,2225
104,0,69,220,287,428,500,708,756,836,929,1044,1109,1232,1301,1371,1436,1556,1620,1692,1755,1925,1933,1998,2066,2179,2257
104,0,61,256,310,464,541,739,792,864,940,1262,1322,1541,1610,1709,1780,1864,1928,1992,2076,2187,2250,2312,2376,2511,2573
104,0,1,43,121,250,332,513,577,662,721,1017,1081,1409,1473,1620,1693,1796,1861,1940,2004,2169,2241,2392,2437,2577,2669
104,0,1,62,118,262,350,519,584,669,725,893,933,1118,1187,1262,1362,1421,1482,1550,1621,1747,1798,1870,1926,2088,2135
105,0,64,179,253,320,384,491,592,656,757,880,998,1016,1141,1152,1280,1392,1475,1576,1681,1728,1843,1856,1975,2096,2175
105,0,74,205,272,372,424,525,606,649,736,987,1016,1268,1368,1504,1552,1680,1768,1868,2022,2068,2156,2169,2277,2417,2472
105,0,64,176,240,304,376,449,536,616,680,1336,1437,1552,1632,1776,1865,1990,2072,2198,2280,2408,2472,2552,2616,2784,2873
105,0,72,176,248,331,399,464,572,674,744,1200,1302,1363,1466,1588,1648,1737,1831,1937,2040,2112,2215,2264,2383,2528,2608
105,0,76,203,268,360,435,530,603,676,759,932,1076,1123,1236,1322,1498,1539,1643,1778,1863,1930,2039,2067,2168,2323,2404
105,0,59,175,285,368,444,514,600,673,767,914,1008,1081,1266,1267,1362,1480,1568,1680,1837,1874,1967,2035,2102,2274,2344
105,0,90,192,264,351,424,464,558,619,720,897,936,1051,1152,1192,1296,1426,1483,1606,1696,1793,1901,1919,2000,2151,2231
105,0,61,174,241,310,384,421,517,568,674,789,861,956,1086,1094,1190,1284,1364,1469,1565,1605,1724,1765,1886,2018,2137
106,0,77,650,692,818,864,1512,1568,1672,1767,1865,1930,2184,2260,2328,2417,2497,2561,2644,2712,3312,3376,3461,3513,3648,3715
106,0,72,172,233,331,389,625,689,792,857,988,1032,1158,1192,1319,1420,1456,1561,1610,1656,2057,2096,2184,2256,2408,2456
106,0,73,219,248,355,415,593,659,751,796,917,986,1066,1112,1648,1712,1783,1856,1978,2033,2176,2251,2352,2433,2568,2648
106,0,92,173,252,346,409,583,656,728,808,913,978,1089,1150,1249,1306,1405,1456,1528,1584,1664,1728,1805,1880,2016,2106
106,0,72,200,274,353,424,635,734,786,868,984,1040,1148,1216,1352,1426,1456,1528,1690,1698,1736,1819,1881,1952,2101,2160
106,0,65,179,238,334,399,592,660,710,783,899,982,1327,1399,1502,1574,1686,1778,1818,1870,1998,2026,2136,2150,2310,2395
106,0,73,192,264,370,444,665,732,810,882,1020,1064,1143,1207,1300,1371,1473,1512,1595,1648,1736,1792,1864,1932,2056,2136
106,0,64,192,240,329,400,608,667,728,798,905,968,1233,1304,1401,1458,1600,1668,1728,1807,2097,2168,2257,2315,2456,2516
107,0,1,134,269,185,306,333,450,421,501,585,654,725,773,846,912,933,996,1081,1157,1261,1340,1389,1488,1453,1525
107,0,56,161,288,223,329,335,447,431,526,640,716,807,866,887,976,1015,1079,1135,1207,1414,1491,1979,2063,2023,2095
107,0,73,57,224,201,298,300,404,403,456,587,656,721,768,812,920,921,992,1053,1120,1192,1320,1297,1424,1384,1513
107,0,42,156,305,221,316,317,421,382,471,566,633,717,809,853,933,952,1029,1088,1173,1289,1432,1369,1485,1437,1524
107,0,61,184,324,265,366,376,489,465,543,632,728,807,880,982,1063,1105,1153,1239,1312,1401,1560,1527,1665,1608,1696
107,0,73,296,426,405,504,623,737,721,800,987,991,1160,1232,1293,1389,1390,1481,1581,1659,1824,1968,1912,2052,2022,2080
107,0,71,187,327,263,398,327,414,399,471,560,656,735,836,847,927,988,1047,1089,1174,1305,1440,1361,1495,1440,1527
107,0,72,227,328,272,385,352,472,439,496,633,683,809,889,936,1008,1059,1168,1186,1284,1367,1548,1472,1647,1576,1647
108,0,66,218,290,388,455,514,668,618,698,1009,1075,1218,1283,1347,1436,1538,1640,1731,1810,1952,2088,2089,2130,2274,2342
108,0,57,160,239,375,436,481,648,613,680,1012,1071,1438,1489,1780,1863,1999,2091,2193,2263,2412,2471,2531,2613,2744,2820
108,0,71,200,295,399,463,527,663,648,695,865,916,1008,1071,1117,1184,1312,1383,1480,1563,1687,1767,1812,1887,2017,2080
108,0,67,174,254,358,439,512,654,630,702,831,902,1023,1086,1142,1198,1331,1415,1520,1598,1740,1842,1850,1925,2055,2117
108,0,64,168,261,336,408,482,648,629,692,833,904,1006,1057,1133,1176,1297,1384,1493,1592,1706,1810,1869,1957,2098,2130
108,0,73,200,280,404,456,513,624,656,750,913,982,1504,1568,1865,1944,2100,2168,2301,2351,2472,2600,2601,2679,2808,2871
108,0,63,159,240,327,401,518,635,612,688,802,893,983,1064,1135,1199,1327,1432,1524,1594,1698,1833,1833,1887,2015,2080
108,0,70,192,274,382,446,536,614,695,774,916,983,1259,1303,1422,1510,1636,1710,1870,1894,2023,2094,2182,2258,2382,2446
109,0,104,219,297,328,450,451,536,665,722,886,996,1024,1114,1149,1281,1232,1371,1384,1497,1481,1584,1633,1746,1885,1928
109,0,1,668,785,828,922,951,1022,1085,1214,1327,1410,1468,1556,1610,1751,1701,1806,1822,1964,1950,2070,2095,2254,2301,2437
109,0,1,1,6,7,7,7,26,81,189,325,389,457,553,562,690,667,763,797,924,891,1037,1131,1202,1307,1403
109,0,1,1,1,2,2,2,110,265,360,531,648,684,768,789,908,890,991,1025,1174,1118,1238,1297,1423,1523,1657
109,0,0,0,1,1,58,103,225,299,359,491,591,677,767,875,943,925,1033,1063,1191,1176,1271,1357,1464,1543,1658
109,0,122,254,327,423,535,592,721,751,855,1024,1167,1255,1385,1455,1599,1566,1723,1759,1931,1855,1998,2071,2217,2319,2427
109,0,0,0,1,100,198,256,343,373,487,639,802,887,976,1080,1238,1203,1377,1377,1533,1471,1601,1666,1776,1879,1977
109,0,1,20,104,186,297,328,433,496,632,746,850,956,1026,1095,1249,1186,1323,1486,1624,1585,1735,1856,1992,2123,2201
110,0,64,175,248,303,374,550,638,661,760,870,1001,942,1038,1154,1230,1343,1418,1638,1727,1899,1999,2144,2232,2346,2478
110,0,97,240,304,410,472,624,747,755,840,939,1093,1048,1160,1326,1424,1526,1631,1766,1860,1904,2035,2036,2156,2258,2416
110,0,74,182,250,358,381,501,581,677,781,909,1045,1035,1136,1263,1373,1462,1549,1613,1709,1772,1872,1886,1994,2096,2277
110,0,80,225,306,444,465,575,672,689,784,884,1040,1000,1123,1439,1576,1638,1735,1785,1884,1928,2040,2057,2186,2284,2504
110,0,81,217,289,387,473,954,1057,1091,1189,1265,1419,1384,1465,1595,1698,1755,1866,1921,2019,2161,2265,2351,2457,2561,2704
110,0,79,216,300,393,519,692,807,807,894,1004,1204,1161,1279,1407,1512,1591,1724,1763,1866,1879,2046,2048,2192,2303,2449
110,0,84,200,290,384,476,782,930,943,978,1064,1240,1200,1310,1413,1484,1537,1658,1760,1848,1831,1940,1944,2082,2174,2319
110,0,64,271,366,424,510,703,798,827,928,1032,1200,1158,1299,1345,1445,1561,1624,1679,1798,1838,1966,1991,2096,2199,2358
